"availability","description","features","brand","name","id","price","categories__001","categories__002","categories__003","categories__004","categories__005","image","images__001","images__002","images__003","images__004","images__005","images__006"
"10 dni","Producent: Lutec  \nNazwa: PERI  \nSymbol: 7629301341  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 183\n  * szerokość (mm): 221\n  * głębokość (mm): 352\n  * ilość źródeł / rodzaj trzonka: 2 x LED zintegr. 21W 2000lm 5000K\n  * max moc źródła: 21 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Żółty\n  * materiał: tworzywo/tworzywo\n  * IP: 54","Specyficzne kody","Lutec","PERI STOJĄCA","8888","360.39","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","PERI STOJĄCA","https://jasniej.com/19897-large_01resp/peri-stojaca.jpg","https://jasniej.com/19897-medium_01resp/peri-stojaca.jpg","https://jasniej.com/19898-medium_01resp/peri-stojaca.jpg","https://jasniej.com/19899-medium_01resp/peri-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: MODO  \nSymbol: 7633301118  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 310\n  * szerokość (mm): 175\n  * głębokość (mm): 180\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 21W 1500lm 5000K\n  * max moc źródła: 21 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Antracyt\n  * materiał: aluminium/tworzywo\n  * IP: 54","Specyficzne kody","Lutec","MODO STOJĄCA","8887","167.28","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","MODO STOJĄCA","https://jasniej.com/19894-large_01resp/modo-stojaca.jpg","https://jasniej.com/19894-medium_01resp/modo-stojaca.jpg","https://jasniej.com/19895-medium_01resp/modo-stojaca.jpg","https://jasniej.com/19896-medium_01resp/modo-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: UTIN  \nSymbol: 7629701341  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 175\n  * szerokość (mm): 45\n  * głębokość (mm): 172\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 11W 1040lm 5000K\n  * max moc źródła: 11 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Żółty\n  * materiał: tworzywo/tworzywo\n  * IP: 54","Specyficzne kody","Lutec","UTIN STOJĄCA","8886","114.39","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","UTIN STOJĄCA","https://jasniej.com/19891-large_01resp/utin-stojaca.jpg","https://jasniej.com/19891-medium_01resp/utin-stojaca.jpg","https://jasniej.com/19892-medium_01resp/utin-stojaca.jpg","https://jasniej.com/19893-medium_01resp/utin-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: KELSEY  \nSymbol: 7273601012  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 103\n  * szerokość (mm): 150\n  * głębokość (mm): 170\n  * ilość źródeł / rodzaj trzonka: 1 x E27 40W\n  * max moc źródła: 40 W\n  * napięcie: 230\n  * źródło w zestawie: brak\n  * kolor lampy: Czarny mat\n  * materiał: aluminium/szkło\n  * IP: 44","Specyficzne kody","Lutec","KELSEY STOJĄCA","8819","270.6","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","KELSEY STOJĄCA","https://jasniej.com/19690-large_01resp/kelsey-stojaca.jpg","https://jasniej.com/19690-medium_01resp/kelsey-stojaca.jpg","https://jasniej.com/19691-medium_01resp/kelsey-stojaca.jpg","https://jasniej.com/19692-medium_01resp/kelsey-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: KELSEY  \nSymbol: 7273602012  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 400\n  * szerokość (mm): 150\n  * głębokość (mm): 170\n  * ilość źródeł / rodzaj trzonka: 1 x E27 40W\n  * max moc źródła: 40 W\n  * napięcie: 230\n  * źródło w zestawie: brak\n  * kolor lampy: Czarny mat\n  * materiał: aluminium/szkło\n  * IP: 44","Specyficzne kody","Lutec","KELSEY STOJĄCA","8820","180.81","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","KELSEY STOJĄCA","https://jasniej.com/19693-large_01resp/kelsey-stojaca.jpg","https://jasniej.com/19693-medium_01resp/kelsey-stojaca.jpg","https://jasniej.com/19694-medium_01resp/kelsey-stojaca.jpg","https://jasniej.com/19695-medium_01resp/kelsey-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: UNITE  \nSymbol: 7260401030  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 346\n  * szerokość (mm): 165\n  * głębokość (mm): 165\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 9W 330lm 3000K\n  * max moc źródła: 9 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Biały mat\n  * materiał: aluminium/tworzywo\n  * IP: 44","Specyficzne kody","Lutec","UNITE STOJĄCA","8812","123","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","UNITE STOJĄCA","https://jasniej.com/19669-large_01resp/unite-stojaca.jpg","https://jasniej.com/19669-medium_01resp/unite-stojaca.jpg","https://jasniej.com/19670-medium_01resp/unite-stojaca.jpg","https://jasniej.com/19671-medium_01resp/unite-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: UNITE  \nSymbol: 7260311030  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 985\n  * szerokość (mm): 165\n  * głębokość (mm): 165\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 9W 330lm 3000K\n  * max moc źródła: 9 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Biały mat\n  * materiał: aluminium/tworzywo\n  * IP: 44","Specyficzne kody","Lutec","UNITE STOJĄCA","8810","211.56","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","UNITE STOJĄCA","https://jasniej.com/19663-large_01resp/unite-stojaca.jpg","https://jasniej.com/19663-medium_01resp/unite-stojaca.jpg","https://jasniej.com/19664-medium_01resp/unite-stojaca.jpg","https://jasniej.com/19665-medium_01resp/unite-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: UNITE  \nSymbol: 7260401012  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 346\n  * szerokość (mm): 165\n  * głębokość (mm): 165\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 9W 330lm 3000K\n  * max moc źródła: 9 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Czarny mat\n  * materiał: aluminium/tworzywo\n  * IP: 44","Specyficzne kody","Lutec","UNITE STOJĄCA","8813","123","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","UNITE STOJĄCA","https://jasniej.com/19672-large_01resp/unite-stojaca.jpg","https://jasniej.com/19672-medium_01resp/unite-stojaca.jpg","https://jasniej.com/19673-medium_01resp/unite-stojaca.jpg","https://jasniej.com/19674-medium_01resp/unite-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: UNITE  \nSymbol: 7260311012  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 985\n  * szerokość (mm): 165\n  * głębokość (mm): 165\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 9W 330lm 3000K\n  * max moc źródła: 9 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Czarny mat\n  * materiał: aluminium/tworzywo\n  * IP: 44","Specyficzne kody","Lutec","UNITE STOJĄCA","8811","211.56","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","UNITE STOJĄCA","https://jasniej.com/19666-large_01resp/unite-stojaca.jpg","https://jasniej.com/19666-medium_01resp/unite-stojaca.jpg","https://jasniej.com/19667-medium_01resp/unite-stojaca.jpg","https://jasniej.com/19668-medium_01resp/unite-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: FOCUS  \nSymbol: 7204803118  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 400\n  * szerokość (mm): 160\n  * głębokość (mm): 160\n  * ilość źródeł / rodzaj trzonka: 1 x GU10 35W\n  * max moc źródła: 35 W\n  * napięcie: 230\n  * źródło w zestawie: brak\n  * kolor lampy: Antracyt\n  * materiał: aluminium/tworzywo\n  * IP: 44","Specyficzne kody","Lutec","FOCUS STOJĄCA","8787","270.6","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","FOCUS STOJĄCA","https://jasniej.com/19594-large_01resp/focus-stojaca.jpg","https://jasniej.com/19594-medium_01resp/focus-stojaca.jpg","https://jasniej.com/19595-medium_01resp/focus-stojaca.jpg","https://jasniej.com/19596-medium_01resp/focus-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: VIRGO  \nSymbol: 7008201001  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 750\n  * szerokość (mm): 130\n  * głębokość (mm): 130\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 4W 350lm 3000K\n  * max moc źródła: 4 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Stalowy\n  * materiał: stal nierdzewna/tworzywo\n  * IP: 44","Specyficzne kody","Lutec","VIRGO STOJĄCA","8774","150.06","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","VIRGO STOJĄCA","https://jasniej.com/19555-large_01resp/virgo-stojaca.jpg","https://jasniej.com/19555-medium_01resp/virgo-stojaca.jpg","https://jasniej.com/19556-medium_01resp/virgo-stojaca.jpg","https://jasniej.com/19557-medium_01resp/virgo-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: BATI  \nSymbol: 7188601125  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 650\n  * szerokość (mm): 82\n  * głębokość (mm): 82\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 14W 1100lm 4000K\n  * max moc źródła: 14 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Szary węgiel drzewny\n  * materiał: aluminium/tworzywo\n  * IP: 44","Specyficzne kody","Lutec","BATI STOJĄCA","8744","270.6","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","BATI STOJĄCA","https://jasniej.com/19465-large_01resp/bati-stojaca.jpg","https://jasniej.com/19465-medium_01resp/bati-stojaca.jpg","https://jasniej.com/19466-medium_01resp/bati-stojaca.jpg","https://jasniej.com/19467-medium_01resp/bati-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: SPICA  \nSymbol: 7271004118  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 100\n  * szerokość (mm): 120\n  * głębokość (mm): 120\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 16W 1000lm 27006500K\n  * max moc źródła: 16 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Antracyt\n  * materiał: aluminium/tworzywo\n  * IP: 65","Specyficzne kody","Lutec","SPICA STOJĄCA","8745","586.71","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","SPICA STOJĄCA","https://jasniej.com/19468-large_01resp/spica-stojaca.jpg","https://jasniej.com/19468-medium_01resp/spica-stojaca.jpg","https://jasniej.com/19469-medium_01resp/spica-stojaca.jpg","https://jasniej.com/19470-medium_01resp/spica-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: FLAT  \nSymbol: 7005201001  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 450\n  * szerokość (mm): 50\n  * głębokość (mm): 100\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 8W 400lm 3000K\n  * max moc źródła: 8 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Stalowy\n  * materiał: stal nierdzewna/tworzywo\n  * IP: 44","Specyficzne kody","Lutec","FLAT STOJĄCA","8733","226.32","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","FLAT STOJĄCA","https://jasniej.com/19432-large_01resp/flat-stojaca.jpg","https://jasniej.com/19432-medium_01resp/flat-stojaca.jpg","https://jasniej.com/19433-medium_01resp/flat-stojaca.jpg","https://jasniej.com/19434-medium_01resp/flat-stojaca.jpg","","",""
"10 dni","Producent: Lutec  \nNazwa: ARMOR  \nSymbol: 7216702118  \nParametry\n\n  * średnica (mm): \n  * wysokość (mm): 600\n  * szerokość (mm): 150\n  * głębokość (mm): 150\n  * ilość źródeł / rodzaj trzonka: 1 x LED zintegr. 9W 650lm 3000K\n  * max moc źródła: 9 W\n  * napięcie: 230\n  * źródło w zestawie: LED zintegr.\n  * kolor lampy: Antracyt\n  * materiał: aluminium/tworzywo\n  * IP: 54","Specyficzne kody","Lutec","ARMOR STOJĄCA","8731","360.39","Strona główna","Oświetlenie","Lampy zewnętrzne","Stojące zewnętrzne","ARMOR STOJĄCA","https://jasniej.com/19426-large_01resp/armor-stojaca.jpg","https://jasniej.com/19426-medium_01resp/armor-stojaca.jpg","https://jasniej.com/19427-medium_01resp/armor-stojaca.jpg","https://jasniej.com/19428-medium_01resp/armor-stojaca.jpg","","",""
